SeniorCitizen,Tenure,MonthlyCharges,TotalCharges,Gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn_Yes,MonthlyCh_TotalCh_Ratio,MonthlyCh_TotalCh_Ratio_category
0,0.1606052706232639,0.5419514908607677,0.28893919474164953,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0.7219527096584615,0.6666666666666667
0,0.38227068771361794,0.40991900793797525,0.2759977395864462,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.43957064546537206,0.0
0,0.1795078530905447,0.5110028336073791,0.2928354491948353,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0.6953384884722955,0.6666666666666667
0,0.17481455932571063,0.3505319589250466,0.1884028894320148,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.6870017896257142,0.6666666666666667
0,0.1991549273301439,0.5473268772161743,0.32528187154448146,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0.6508309788292667,0.3333333333333333
0,0.0,0.5328400157117347,0.12883798780264286,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0.958109216763978,1.0
0,0.2786363085164263,0.6562864504924539,0.4256221634895972,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0.5256116444179377,0.3333333333333333
0,0.3076487529112113,0.5442190651359761,0.4003433370481595,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0.4807133591525231,0.0
0,0.13220986953092934,0.4193050069216843,0.16945178977076322,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.766460543892312,0.6666666666666667
0,1.0,0.5406105545337296,0.45501716252056873,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0.1468185151292022,0.0
0,0.0,0.5178368523843435,0.12124920917194687,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0.9646224928689253,1.0
0,0.19177189750443802,0.5943909080141159,0.327766214745424,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0.6694439690600302,0.6666666666666667
1,0.19526897533577595,0.5993461926788408,0.33735817972731796,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0.6533042740385353,0.3333333333333333
0,0.40828191711792816,0.6173842176425133,0.5043101681721891,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0.3396805745825606,0.0
0,0.12129339060064832,0.38462318648822313,0.15199469889496098,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.7758070624710623,0.6666666666666667
1,0.31697306313433593,0.5793306238652768,0.4250479208978437,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0.4740176644950768,0.0
1,0.12129339060064832,0.5883283392657933,0.255867356783915,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0.7822407309924801,0.6666666666666667
1,0.07437198675120149,0.5099105669139534,0.19217974615867606,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0.8556713119572684,1.0
0,0.33417362275297896,0.5355389681559016,0.4073817196239099,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0.4435908598029896,0.0
0,0.1606052706232639,0.4797022446023674,0.25784532136912014,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0.719786206654874,0.6666666666666667
0,0.0,0.4808126604604108,0.10457684519332941,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0.9899076943359806,1.0
0,0.04225825498998692,0.5528544533109714,0.15875264207534168,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0.9195668327515163,1.0
0,0.15259248633669467,0.387063832065793,0.17133272067328775,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.7318730118236327,0.6666666666666667
0,0.1991549273301439,0.5478723556148434,0.32289475494531056,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0.6564652035087741,0.3333333333333333
0,0.37142181539015284,0.30902601597831847,0.26010222057997917,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.3918246495939008,0.0
1,1.0,0.623259982229488,0.5435808883226865,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0.07551091985363112,0.0
0,0.2882464203715004,0.36329449831258265,0.24625309491132458,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.492114541711813,0.0
0,0.05558724517989194,0.3282323918272984,0.10000475585265803,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.885175857856729,1.0
1,0.43110927688197553,0.5894379490550378,0.48681069606920413,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0.30563464401337526,0.0
0,0.2741732264695878,0.5421349117622606,0.3770461597354765,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0.5400436967193325,0.3333333333333333
0,0.3023947058064749,0.6250887135616581,0.4432472297506301,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0.4845452272076758,0.0
0,0.0,0.4576040285150571,0.10369926075866095,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0.9618829154234796,1.0
1,0.0,0.5578862485414717,0.12734637263615337,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0.9724955991305158,1.0
0,0.17481455932571063,0.4676710860817506,0.264161015453767,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.6923237859822878,0.6666666666666667
0,0.25776190706816515,0.3671596468967955,0.22581807638810023,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.5787971153781905,0.3333333333333333
0,0.43110927688197553,0.7580227592213806,0.7143005595388472,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0.06283761238188823,0.0
0,0.19526897533577595,0.4317372237534891,0.23113076563863708,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.6586093439708914,0.3333333333333333
0,0.3941267586145373,0.41258742984882185,0.28794465963530713,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.30372015519900464,0.0
0,0.43110927688197553,0.5423116163667734,0.44731978217295876,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0.2839458958895576,0.0
1,0.3023947058064749,0.5509008201376993,0.39968618384688404,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0.4883561281099225,0.0
0,0.3023947058064749,0.407101682488949,0.25630694093758355,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0.47317893598066413,0.0
0,0.19177189750443802,0.42483408386512744,0.20747132269078938,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.6784230166852668,0.6666666666666667
0,0.15259248633669467,0.38462318648822313,0.17118542859427882,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.7320876009483336,0.6666666666666667
0,0.3617233151146162,0.4839847954508256,0.3801301717614756,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0.3830039160996309,0.0
0,0.1422060437617624,0.48269127587379473,0.24331515610716978,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0.7445567891768895,0.6666666666666667
0,0.2831700851401918,0.4261371952667319,0.2647151441659117,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.5192639711007627,0.3333333333333333
0,0.15259248633669467,0.4746445681658365,0.24108662292419827,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0.7386854388432348,0.6666666666666667
0,0.22202237082264584,0.5518749605223578,0.33732957308367545,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0.6257547852962088,0.3333333333333333
1,0.07437198675120149,0.4981901885383429,0.18358443160840926,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0.8618297645103474,1.0
0,1.0,0.637707050967756,0.5416171760552593,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0.22181645563988212,0.0
0,0.37142181539015284,0.6953417517776654,0.5378499335420192,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0.37586003345424,0.0
1,0.21377142466626917,0.6078079780599593,0.3489392712596281,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0.6349304044132424,0.3333333333333333
1,0.3076487529112113,0.5883283392657933,0.42214575445466035,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0.4841065405547351,0.0
0,0.07437198675120149,0.5535574574830513,0.19911158107325974,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0.8602088790283544,1.0
0,0.08362629794734869,0.3282323918272984,0.12147343151964266,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0.8387984499510039,1.0
0,0.3941267586145373,0.6291786319045332,0.5067074195240346,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0.3698714463056252,0.0
0,0.2741732264695878,0.6334696619951907,0.41584888402290304,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0.5361021720351906,0.3333333333333333
0,0.10011263326102578,0.3212515938067809,0.13993036049218513,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.7974321120186711,0.6666666666666667
0,0.11403323302583812,0.42218545520991513,0.15229638607865356,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.8065859850747792,0.6666666666666667
0,0.12690091602656844,0.5536984012220179,0.25179763370974423,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0.7743621633658776,0.6666666666666667
0,0.40828191711792816,0.45578093485461485,0.34999362748196056,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0.36953791310487505,0.0
1,0.34687236776825886,0.6683119810217147,0.5120843029937613,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0.40385467704023786,0.0
0,0.3617233151146162,0.5650904213501673,0.4474830176163521,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0.39034456923317706,0.0
0,0.43110927688197553,0.5380051801737049,0.4504066962473714,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0.11809508083656661,0.0
1,0.15681195156129715,0.5653941552659005,0.28404113143075804,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0.735934991322871,0.6666666666666667
0,1.0,0.5257613362545274,0.4381160485225887,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0.17283202748159515,0.0
0,0.43110927688197553,0.4843154923827958,0.387731447847481,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0.30932649337015,0.0
0,0.22875753374282776,0.617894128758242,0.3691615443318154,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0.602829472549261,0.3333333333333333
0,0.19177189750443802,0.5653941552659005,0.3253675474580067,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0.6614365525859671,0.3333333333333333
1,0.1422060437617624,0.5195581612908653,0.25584441481314035,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0.7549721980636852,0.6666666666666667
0,0.21025301484232625,0.4371420745655251,0.26206862184316765,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0.6349811827017726,0.3333333333333333
0,0.16990596236436906,0.4332209251199548,0.22085756155126407,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.699131305129987,0.6666666666666667
0,0.31225770168063266,0.3282323918272984,0.24613121845283098,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.48596840109730277,0.0
1,0.40828191711792816,0.63411821935846,0.5284023898945668,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0.3000272017025166,0.0
0,0.04225825498998692,0.5008445396782824,0.1554448413549006,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.9030508649483228,1.0
0,0.25377401623099727,0.3912825516844787,0.2316464490753695,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.565040213716079,0.3333333333333333
0,0.10011263326102578,0.4977074903435101,0.21395677720571732,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0.8098813100661394,0.6666666666666667
0,0.22202237082264584,0.3155109709107694,0.21539939686729434,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.6041866093337077,0.3333333333333333
0,0.29294986248231897,0.4969833309330807,0.36654035744958097,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0.49394889703115524,0.0
0,0.16990596236436906,0.4774760543780693,0.27012581663018453,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0.6982336191619607,0.6666666666666667
0,0.23939097280212257,0.5216155893202338,0.34503163007576576,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0.5924158728237273,0.3333333333333333
1,0.05558724517989194,0.5038253442360195,0.16998082612773008,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.8827696601903703,1.0
0,0.18807878067622588,0.4493765446798234,0.2569334821475042,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0.6733726875479182,0.6666666666666667
0,0.37142181539015284,0.43536396643147435,0.3224036655394609,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.2543546315818046,0.0
1,1.0,0.5625342725106885,0.47333762631436427,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0.20962528091017352,0.0
0,0.3023947058064749,0.4177504068451586,0.27444378515186596,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.4695150702730162,0.0
0,0.25023879530983684,0.4167019607370647,0.23836284925284787,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.5939573658821935,0.3333333333333333
1,0.3617233151146162,0.6158739372740417,0.4854899882633893,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0.38895275665075313,0.0
0,0.21377142466626917,0.48510103230875423,0.3057208727810044,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0.6418924349972017,0.3333333333333333
0,0.3941267586145373,0.643319713385538,0.5198285095281927,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0.3486307942353635,0.0
0,0.235557432195683,0.34045152311884086,0.22258806218362795,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.5851557555334231,0.3333333333333333
0,0.1991549273301439,0.46613497475114274,0.28106228436698333,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0.6615252658306332,0.3333333333333333
0,0.10727559707942004,0.5008445396782824,0.22245061522415177,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0.7954316431526405,0.6666666666666667
0,0.13220986953092934,0.37897422805414693,0.15747168021912794,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.7640324987918427,0.6666666666666667
0,0.10727559707942004,0.4938428000135647,0.21159728170913078,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0.8133229910456424,0.6666666666666667
0,0.34687236776825886,0.35444406066020256,0.26400800687328657,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.37125881660120547,0.0
1,1.0,0.5099105669139534,0.4204071424137856,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0.20711543438575525,0.0
1,1.0,0.5759582463671772,0.4886739319785318,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0.18109235108663596,0.0
0,0.13220986953092934,0.4882355556651309,0.2380109172686726,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0.760968446396679,0.6666666666666667
0,0.32234889694425695,0.5328400157117347,0.40039778835731055,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0.45645653710043466,0.0
0,0.3023947058064749,0.4626653399139592,0.3380235602933192,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.48126651648808405,0.0
0,0.08362629794734869,0.40462763392591333,0.12176134530551336,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.8460802700863583,1.0
0,0.024167089093063587,0.5300399847392128,0.13699451054560643,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0.9501183945389624,1.0
0,0.27021211813495394,0.46250989605679504,0.32390381812733493,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0.5396934047638006,0.3333333333333333
0,0.0,0.5305471214758091,0.11583360637222767,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0.9908915075311975,1.0
0,0.06521824392996917,0.5983782298954923,0.19683060188385887,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0.8739289567302028,1.0
0,0.40828191711792816,0.7263845616945291,0.5566616438490981,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0.37725468278227225,0.0
0,0.11403323302583812,0.7049121346012907,0.2674592351027962,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0.7900332538730998,0.6666666666666667
1,0.2831700851401918,0.63411821935846,0.42494308819847604,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0.5176345075360632,0.3333333333333333
0,1.0,0.711266706308209,0.6081069009485629,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0.2429223127355119,0.0
0,0.235557432195683,0.400185632253759,0.2221541976163101,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.59755885623473,0.3333333333333333
1,0.024167089093063587,0.5552565111672995,0.13840066532209822,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0.9539735742629897,1.0
1,0.235557432195683,0.5732163148008826,0.35998937764474515,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0.597721909906986,0.3333333333333333
0,0.1991549273301439,0.35444406066020256,0.1979406123429791,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.6619294289556146,0.3333333333333333
0,0.16990596236436906,0.6078079780599593,0.31469884064614745,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0.7008304637672476,0.6666666666666667
1,0.25023879530983684,0.6312914721794346,0.38779465912104805,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0.5791321374793301,0.3333333333333333
0,0.3539500114436712,0.6698122734930761,0.5009155676770503,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0.42378294026539587,0.0
1,0.07437198675120149,0.4512129549841056,0.16484501982277508,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.8568607246464923,1.0
1,1.0,0.41998920469782064,0.2923113736128351,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.2539679000534616,0.0
1,0.08362629794734869,0.6101001767018962,0.22962089422255652,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0.8276436610310118,0.6666666666666667
0,0.1374461450230932,0.48729450204248403,0.2408737912919055,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0.7561948765286987,0.6666666666666667
1,0.3617233151146162,0.6055754474687407,0.49274023543961315,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0.351947421261001,0.0
0,0.024167089093063587,0.47210624247971783,0.1202640025374764,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.946254237722395,1.0
0,0.2882464203715004,0.5785883625704423,0.4091066534662768,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0.5100087230652125,0.3333333333333333
1,0.08362629794734869,0.48510103230875423,0.19856118458270816,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0.828572673054301,0.6666666666666667
1,0.3941267586145373,0.6645901920344879,0.5254037383927626,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0.37110754543888597,0.0
0,0.05558724517989194,0.5489679729119752,0.17752467396771185,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0.8877844246135279,1.0
0,1.0,0.658576440437992,0.5466282394967498,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0.2951435962730436,0.0
0,0.12129339060064832,0.45191486139834275,0.20360315478564364,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0.7815482162524584,0.6666666666666667
0,0.04225825498998692,0.5509008201376993,0.16120277428473356,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0.9175439283969693,1.0
0,0.29294986248231897,0.5725731170006941,0.40642709742668326,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0.5029823278062062,0.3333333333333333
0,1.0,0.5522940784227112,0.458095122920387,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0.23665447791459238,0.0
0,0.11403323302583812,0.6553991669236747,0.2574623069171912,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0.795600015466435,0.6666666666666667
0,0.29294986248231897,0.6837349054314347,0.4441548031324182,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0.5113428964963183,0.3333333333333333
0,0.3941267586145373,0.5248870083468153,0.4218089762208591,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0.3538752924030176,0.0
0,0.26586783909832146,0.47071916173921174,0.3254859965994663,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.5538914275122193,0.3333333333333333
0,0.26586783909832146,0.6253285387942216,0.409688131486034,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0.5450530624753216,0.3333333333333333
0,0.08362629794734869,0.5672304958680313,0.21470957795647236,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0.8388567718141329,1.0
0,0.43110927688197553,0.5723723563043593,0.4804848997783756,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0.19392271447858644,0.0
0,0.0,0.4509831560962194,0.09553960103404677,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0.980201418570104,1.0
0,0.37142181539015284,0.6163741769837687,0.48854326373265133,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0.38385961297864435,0.0
0,0.21377142466626917,0.5968968685047055,0.35098403874763345,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0.6260829005039148,0.3333333333333333
0,0.024167089093063587,0.496741908472587,0.1332740235093426,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.9447199630815151,1.0
0,0.09201528616912277,0.4882355556651309,0.19959143697646547,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0.8282907084455664,0.6666666666666667
0,0.43110927688197553,0.6357185648412034,0.5235769917188285,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0.32754908949052647,0.0
0,0.3076487529112113,0.5684684437081988,0.4156122059055132,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0.47714655409653406,0.0
0,1.0,0.483820466954531,0.3867605772688403,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0.3120446545569805,0.0
1,0.26586783909832146,0.634472572489044,0.41076113333615294,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0.5464495014850772,0.3333333333333333
0,0.14773128238720493,0.37897422805414693,0.17399718106432527,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.7258897799524149,0.6666666666666667
0,0.24693771624676503,0.6322502659216767,0.3862284285513383,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0.5823208452448432,0.3333333333333333
0,1.0,0.5764829780007965,0.48530166351910364,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0.22941417482973264,0.0
0,0.21828165907657276,0.506108842945317,0.3270436931474261,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0.6187542955202279,0.3333333333333333
