Contract_Month-to-month,InternetService_Fiber optic,MonthlyCh_TotalCh_Ratio,PaymentMethod_Electronic check,DeviceProtection_Yes,Churn_Yes
1,1,0.8856163024193227,1,1,0
0,0,0.2859178146241568,0,0,0
0,0,0.6602562121264166,1,0,0
1,0,0.524288251078949,0,0,0
0,0,0.3590844651789651,0,1,0
0,0,0.5376006024252551,0,0,0
1,0,0.8431974544612768,0,0,0
0,0,0.1962220322627375,0,0,0
0,0,0.7538231487145549,0,0,0
1,1,0.9403349269836015,1,1,0
1,1,0.9782721254929324,0,0,0
1,1,0.8341500335566884,0,0,1
0,0,0.5217155794786621,0,1,0
0,0,0.8862522948234363,0,0,0
1,1,0.9437245197334412,1,0,0
1,1,0.7474453688078845,1,0,0
1,0,0.6631441730143623,1,0,0
1,0,0.6531601642174047,1,0,0
0,0,0.5729200163106933,0,1,0
0,1,0.4229444102970516,0,1,0
0,1,0.4554153577040871,1,0,0
1,0,0.8254031464330313,1,0,1
0,1,0.2828106901303167,0,1,0
1,0,0.8559958293971958,0,0,0
0,1,0.3678795930771978,0,1,0
1,0,0.616587252874574,0,0,0
1,0,0.7483651857642156,0,1,0
1,1,0.9656248705376008,0,0,1
0,0,0.4217887431962231,0,0,0
0,1,0.599289789394502,0,1,0
0,0,0.4870875810325442,0,0,0
0,1,0.3470955677921574,0,1,0
1,1,0.9310951348271844,0,0,1
0,0,0.4978927971603428,0,0,0
1,1,0.5165951980437525,1,1,0
0,1,0.5497804383648629,0,1,0
1,1,0.7803534733146696,1,0,1
0,0,0.6614053510807193,0,0,0
0,1,0.2883221402853698,0,1,0
0,0,0.4274903457491742,0,0,0
1,0,0.7922103499528811,1,0,0
0,0,0.5767324585034129,0,1,0
0,1,0.5010470732858127,0,0,0
0,0,0.3399841081691065,0,0,0
1,0,0.7151453811240311,0,0,0
0,0,0.5518211995698352,0,1,0
0,0,0.4405179086477864,0,0,0
1,1,0.6238853004466595,0,0,0
1,0,0.9936106837954116,1,0,0
0,0,0.4416471536485797,0,1,0
0,1,0.4686790213832859,0,1,0
0,0,0.6655699129060593,0,0,0
0,1,0.3087410596725649,0,1,0
0,0,0.4606361099881276,0,1,0
1,1,0.2402767358390979,0,1,0
1,1,0.5900047489583279,1,1,1
1,1,0.7783981367472274,1,0,1
1,1,0.9912374157818288,1,0,1
0,0,0.3828225276293617,0,0,0
0,1,0.4052634769918813,1,1,0
0,0,0.2035555967327335,0,0,0
1,0,0.6720165102782567,0,0,0
1,1,0.9885107754153724,1,0,0
0,0,0.7291119520598636,0,0,1
0,1,0.4512764135672025,1,1,0
1,0,0.6889287447460687,1,0,0
1,0,0.9155988617649032,0,0,1
0,0,0.3364864025999851,0,1,0
1,1,0.6044956152166789,0,1,1
0,1,0.5763179225434673,0,1,0
0,0,0.4768687859485425,0,0,0
1,0,0.5120516846651144,1,0,0
1,1,0.7911812163334095,0,0,1
0,0,0.5734927429106267,0,1,0
1,0,0.5742685601529951,0,0,0
0,0,0.241939114185316,0,0,0
0,0,0.3409698204372197,0,1,0
1,1,0.7277657720024232,0,1,1
1,0,0.7080797785068185,0,0,0
0,0,0.6575750953535597,0,0,0
0,0,0.6170584585852684,0,0,0
1,1,0.8169107639257245,1,0,1
1,1,0.7154385154131083,0,0,0
0,0,0.8528876253053327,0,1,0
0,0,0.6212012066733837,0,1,0
1,0,0.6271565533185774,0,0,0
0,0,0.1110056164477082,0,1,0
0,0,0.6135852488801781,0,0,0
1,1,0.7170194382356453,1,0,1
1,1,0.6497821211804817,1,0,1
0,1,0.2654615737866617,0,1,0
1,1,0.7027824604275646,0,1,0
0,1,0.7519631150008893,0,1,0
0,0,0.7801655680065274,0,0,0
0,0,0.1062659708543868,0,0,0
0,1,0.2972828258314133,0,0,0
1,1,0.4600558823957439,0,0,0
0,0,0.4281791583617046,0,1,0
1,0,0.8559458327785946,0,0,0
1,1,0.6489570750052336,1,0,1
1,1,0.6491710547074896,0,0,1
1,1,0.7297883627036968,0,0,1
0,0,0.3427794381484197,0,0,0
1,0,0.6432988041792307,1,0,0
1,1,0.4015830725581428,1,0,0
1,0,0.5637222177425949,0,0,0
0,0,0.6091027316539561,1,0,0
1,1,0.8473137008114089,1,0,0
0,0,0.6316814142397725,0,0,0
1,0,0.712333102480943,0,0,0
1,0,0.4803042249747703,1,0,1
1,1,0.7094547339545022,1,0,1
1,1,0.4996204116392461,1,0,0
0,0,0.8945312845134781,0,0,0
0,1,0.4203970784988623,0,1,1
0,0,0.5217423735727506,1,0,0
1,0,0.5794550084508544,1,1,0
0,0,0.2195189056318222,0,0,0
0,0,0.4631571623445628,0,1,0
0,0,0.3251861236271168,0,1,0
0,0,0.7653310936023229,0,0,0
0,0,0.4915587765340879,0,0,0
0,0,0.6027064450400165,0,0,0
1,0,0.8307388971447494,1,0,1
1,0,0.5485585813691981,0,1,0
1,0,0.9779479278442328,1,0,1
0,0,0.5585577835571396,0,0,0
1,0,0.6017534775857172,0,0,1
0,0,0.4009408260387296,0,1,0
1,1,0.7275734702592183,1,0,1
1,1,0.5307382274693048,1,0,1
0,0,0.2799085563256824,0,0,0
1,0,0.5308701503760483,1,1,0
0,0,0.8601380595965575,0,0,0
0,0,0.6783229509644233,0,1,0
0,1,0.5501094962714477,1,0,0
0,1,0.413716452264846,0,0,0
1,1,0.94030157902043,1,0,1
0,0,0.2134701166385771,0,0,0
1,1,0.5473721662029033,1,0,0
0,0,0.5938422147247884,0,0,0
0,0,0.2773605715766966,0,1,0
0,0,0.5903556306413295,0,0,0
0,1,0.2799176169125239,0,1,0
0,1,0.5500692440746804,0,0,0
0,0,0.2229311392815416,0,1,0
1,0,0.926422514363752,0,0,0
1,1,0.9809783339243566,1,0,1
1,0,0.6809322830844207,0,0,0
1,0,0.6536933375274914,0,0,0
1,1,0.6178402832440362,0,0,1
0,0,0.6767444526036361,0,0,0
1,0,0.6936017383608937,0,0,0
0,0,0.4012362862139743,0,1,0
1,1,0.7519153939488415,1,0,1
0,0,0.6975222396910177,0,1,0
1,0,0.7761794379776144,0,0,0
1,0,0.9068372271786648,0,0,0
1,0,0.758900331228287,1,0,0
1,0,0.5648149298033083,1,0,0
0,0,0.363017589138324,0,0,0
1,0,0.6083905450428341,1,1,0
1,0,0.6546734755951461,0,0,1
1,1,0.8907070600800726,1,0,1
1,1,0.740676649333354,0,1,0
0,0,0.9142657350422396,0,0,0
0,0,0.7824320793189525,1,0,0
0,0,0.270904351469111,0,1,0
1,1,0.9424255252921124,1,0,0
1,1,0.5039601402349216,1,0,1
0,0,0.604674561525205,0,0,0
0,0,0.6062732661568977,0,0,0
1,0,0.8526977067351894,1,0,0
0,0,0.309688642783703,0,0,0
0,0,0.8528765261444251,0,0,0
1,0,0.8778157051519275,1,0,0
0,1,0.1966148770021603,0,1,0
0,0,0.5854908544454481,0,0,0
0,1,0.412701742339091,1,1,0
1,0,0.9506177321156632,1,0,0
1,0,0.6898341740996843,0,0,0
1,1,0.566052283622925,0,1,1
0,0,0.2558590275905412,0,1,0
1,0,0.6913396350143358,1,0,0
1,0,0.7031467809275768,0,0,0
0,0,0.3430313203728586,0,1,0
1,0,0.7013851979900602,1,0,0
0,0,0.6160310171125598,0,0,0
1,1,0.703910264340815,0,0,0
0,0,0.4750954078006934,0,1,0
1,1,0.5448817516068412,1,1,1
1,1,0.5512966441750313,0,1,1
1,0,0.6335379422611801,0,0,1
1,0,0.9176004586293888,1,0,0
0,1,0.5212014098827022,0,1,0
0,0,0.7178890501672978,0,0,0
1,1,0.9316756486134112,1,0,1
0,0,0.5352433064332315,0,0,0
0,0,0.5210583612572137,0,0,0
0,0,0.7753041412036483,0,0,0
0,0,0.4188665117063453,1,1,0
1,0,0.9218398270429966,0,0,0
0,0,0.5542223171333991,0,0,0
1,0,0.8364012091890569,0,0,1
0,0,0.1130097729491856,0,0,0
1,1,0.4879942303248552,0,1,0
0,1,0.2834503983114535,0,1,0
1,1,0.9766351090601963,1,0,1
0,1,0.3965288123027759,0,0,0
1,1,0.4101051771955865,0,0,1
1,0,0.7777974197788693,0,1,0
1,1,0.7254300984408762,0,1,0
1,1,0.5476016971614718,0,0,0
0,1,0.2315823790990059,0,1,0
1,0,0.5606045582776409,1,0,0
1,1,0.6944610218811389,0,1,0
1,0,0.8910333789413951,1,0,0
1,1,0.6409062791003637,0,1,0
0,0,0.597077473444443,0,0,0
0,1,0.7044252074309635,0,1,0
1,1,0.8452758212487383,0,0,0
0,0,0.4273564893221142,0,0,0
1,0,0.692589797169576,0,0,1
1,0,0.6987842197069223,0,0,0
0,0,0.3605301622449383,0,1,1
0,1,0.5223076859456417,0,1,0
0,0,0.4547658459497306,1,1,0
1,1,0.8552632883944713,1,0,1
0,0,0.7074312603049975,0,0,0
1,1,0.711370724969024,1,0,0
0,0,0.2787764890312789,1,1,0
1,1,0.804480428297302,1,0,1
0,0,0.7262908835605524,0,0,0
1,1,0.6477062856941465,1,0,0
0,0,0.4915116803096357,0,1,0
0,0,0.5729164912190325,0,0,0
1,1,0.8080274797082989,1,1,0
1,1,0.4785955191584965,0,1,1
1,0,0.7766961560702977,0,0,0
0,0,0.6728880345051262,0,0,0
1,1,0.7730561968754498,0,0,1
1,0,0.8096488134473305,0,0,1
0,1,0.3517434969371536,0,0,0
1,1,0.6860292962830814,0,1,1
0,1,0.477666477719242,1,1,1
0,0,0.6209088840468805,0,0,0
1,1,0.7567312073184315,1,0,1
0,0,0.5645775578477377,0,1,0
1,1,0.7568675444249994,1,0,0
0,0,0.7139855900921903,0,0,0
0,0,0.3587393923319273,0,1,0
0,1,0.4238643700856582,0,1,0
1,0,0.9618525038056892,1,0,1
1,1,0.7050490693483413,1,0,1
1,1,0.8363447877866459,0,1,0
1,0,0.8726361218928548,0,0,0
0,0,0.5022430918693644,0,0,0
0,1,0.480269445587457,1,1,1
1,1,0.6954861433907255,0,1,1
0,1,0.5423567801924521,0,0,1
1,0,0.8916881701094338,1,0,1
1,1,0.9587173581270376,1,0,1
1,1,0.9124880561876658,0,1,1
0,0,0.1847410481754672,0,1,0
1,1,0.8923629572766588,0,0,1
1,0,0.5073596806438181,1,1,0
1,1,0.5633333794032325,1,1,1
0,0,0.6604187192872635,0,0,0
1,0,0.7910863871430176,0,1,0
1,0,0.666398837059028,0,0,0
1,1,0.8198458784197868,1,0,1
0,0,0.6170627957898064,0,0,0
0,1,0.3691033051685365,1,1,1
0,0,0.5269650644463797,0,0,0
0,1,0.4293956438215274,0,1,0
1,1,0.7598003724822973,1,0,0
1,1,0.8951121961013089,1,0,1
0,1,0.7887428154647301,1,1,0
0,1,0.168120348031707,0,1,0
0,1,0.3211167126954182,0,0,0
0,0,0.7059233585801667,0,0,0
0,0,0.7488735036061736,0,0,0
0,1,0.3817631206884083,0,0,1
1,0,0.9604112709338316,0,0,0
1,0,0.8859879809829501,0,0,0
1,1,0.7580153553261602,1,0,1
0,0,0.5886026537091749,0,1,0
1,0,0.5814239007503179,1,0,0
1,1,0.6801398067352036,1,0,1
1,1,0.711514881986233,1,0,1
0,0,0.2852790603485977,0,1,0
0,0,0.8354755385856512,0,0,0
1,0,0.662689007700712,0,1,0
1,1,0.7644732811343832,1,0,0
0,0,0.8631504714268223,0,0,0
0,1,0.3724330721342656,0,1,0
1,0,0.9515708671465166,1,1,0
1,1,0.718579026786254,0,1,1
1,1,0.3486577567411982,0,1,0
0,0,0.2763602032275772,0,1,0
0,0,0.334733018410026,0,0,0
1,1,0.5517359928304403,1,1,0
1,1,0.5451572456063766,0,1,1
1,0,0.962597662682671,1,0,1
1,1,0.5642435507945882,0,1,0
1,1,0.5338280627547126,0,0,0
1,0,0.7102912175085119,1,0,1
0,0,0.2236682512850122,0,1,0
1,1,0.6157779050356804,1,1,0
0,0,0.3150875833655472,1,1,0
1,0,0.8577323704405422,1,1,1
0,0,0.3796328096234986,0,0,0
0,0,0.521837127526455,0,0,0
0,0,0.6494490789753622,0,0,0
1,1,0.6319724315551765,1,0,0
0,0,0.447283411216047,0,0,0
0,1,0.3954340259362208,0,1,0
1,1,0.5604514910571855,0,0,0
1,0,0.5430318570422561,0,0,1
0,1,0.3789683217242193,0,0,0
0,0,0.597045131303765,0,0,0
1,0,0.7701387266712623,0,0,0
1,1,0.5833658380485622,0,0,1
1,1,0.4952340523619964,1,1,0
0,0,0.7807058068188628,0,0,0
0,0,0.7613068556127215,0,0,0
1,1,0.26031870426357,1,0,0
0,0,0.2685547663327205,0,1,0
1,1,0.7062626959677781,0,1,0
1,0,0.7321853388793477,0,0,0
1,1,0.6471401828228985,1,0,1
1,1,0.7441902450548991,1,0,1
1,0,0.905558526383879,1,0,1
0,0,0.6265743738355429,1,1,0
0,0,0.5456081046498833,0,1,0
1,0,0.5484184202838227,0,0,0
0,0,0.5487366132370641,0,0,0
0,0,0.1251972227693882,0,1,0
1,0,0.8286396256795794,0,0,0
1,0,0.7262031616706155,0,0,0
1,1,0.8337665846694063,1,1,0
1,1,0.9808587958642891,0,0,0
1,1,0.6004371057548941,0,0,0
0,1,0.3480412196548422,0,1,0
0,1,0.6096345296077936,1,1,1
1,1,0.7429133786644934,0,1,0
1,1,0.7938706003113574,1,0,0
1,1,0.8512589356864505,0,0,1
1,1,0.9271050054109072,1,0,1
0,0,0.5132232403365838,0,0,0
1,1,0.636965211240294,1,1,0
1,0,0.5483475585399242,0,0,0
0,0,0.6114826698386489,0,0,0
1,0,0.9251894129885962,1,0,0
0,0,0.6346452171931413,0,0,0
0,0,0.6391147804403093,1,0,0
0,1,0.5629858700725434,0,1,0
1,0,0.5817017618728906,0,0,0
0,1,0.2449383435233961,1,1,0
0,0,0.3045569446278713,0,1,0
1,1,0.7078854609596568,1,0,0
0,0,0.5876714361716854,0,0,0
0,0,0.4786666120522087,0,0,0
0,0,0.8005674925011328,0,0,0
1,1,0.6553846812865762,1,0,0
1,0,0.9086992730747898,1,0,1
0,0,0.3382869941455704,1,0,0
0,0,0.5953807750311679,1,1,1
1,0,0.5950573520891719,0,1,0
0,1,0.528839069893388,1,0,1
0,0,0.5854189733681465,0,1,0
0,0,0.7084738125918544,0,0,0
1,1,0.4959362290343802,0,0,0
1,1,0.7585178424255615,1,0,0
0,0,0.7892707315229661,0,0,0
0,0,0.4952910340049617,0,1,0
1,0,0.8596538444026816,1,0,0
1,1,0.6442130753800901,0,0,1
1,0,0.7486777684539933,1,0,0
0,0,0.7224866495694571,0,1,0
0,0,0.6617436773472531,1,1,0
1,0,0.941326325524778,0,0,0
1,1,0.8009717863428161,1,1,0
0,1,0.4399218344356311,0,1,0
1,0,0.7357517402786632,1,0,0
1,0,0.8634373006630216,0,0,0
0,1,0.561329323923466,1,1,0
1,1,0.7219527096584615,1,0,0
0,0,0.439570645465372,0,0,0
1,1,0.6953384884722955,1,1,0
0,0,0.6870017896257142,0,0,0
1,1,0.6508309788292667,1,0,1
1,1,0.958109216763978,1,0,1
0,1,0.5256116444179377,0,1,0
0,0,0.4807133591525231,1,1,0
0,0,0.766460543892312,0,0,0
0,0,0.1468185151292022,0,1,0
1,1,0.9646224928689252,1,1,1
1,1,0.6694439690600302,0,1,0
1,1,0.6533042740385353,1,1,1
0,1,0.3396805745825606,0,1,0
0,0,0.7758070624710623,0,0,0
0,1,0.4740176644950768,1,1,0
1,1,0.7822407309924801,1,0,1
1,1,0.8556713119572684,0,0,1
0,0,0.4435908598029896,0,1,0
0,0,0.719786206654874,1,1,0
1,0,0.9899076943359806,1,1,0
1,1,0.9195668327515164,1,1,0
0,0,0.7318730118236327,0,0,0
1,1,0.6564652035087741,1,0,1
0,0,0.3918246495939008,0,0,0
0,1,0.0755109198536311,0,1,0
0,0,0.492114541711813,0,0,0
0,0,0.885175857856729,1,0,0
0,1,0.3056346440133752,0,1,0
0,0,0.5400436967193325,0,1,0
0,1,0.4845452272076758,1,1,0
1,0,0.9618829154234796,0,0,0
1,1,0.9724955991305158,1,1,1
1,0,0.6923237859822878,1,0,1
0,0,0.5787971153781905,0,0,0
0,1,0.0628376123818882,1,1,0
1,0,0.6586093439708914,1,0,0
0,0,0.3037201551990046,0,0,0
0,0,0.2839458958895576,0,1,0
0,0,0.4883561281099225,0,1,0
0,0,0.4731789359806641,0,0,0
0,0,0.6784230166852668,0,0,0
1,0,0.7320876009483336,0,0,0
1,0,0.3830039160996309,1,0,0
0,0,0.7445567891768895,0,1,0
0,0,0.5192639711007627,0,0,0
0,0,0.7386854388432348,1,0,0
0,0,0.6257547852962088,0,1,0
1,1,0.8618297645103474,0,0,1
0,1,0.2218164556398821,0,1,0
0,1,0.37586003345424,1,1,1
0,1,0.6349304044132424,1,1,0
1,1,0.4841065405547351,0,1,1
1,1,0.8602088790283544,1,1,1
1,0,0.8387984499510039,0,0,0
0,1,0.3698714463056252,1,1,0
0,1,0.5361021720351906,0,1,0
0,0,0.7974321120186711,0,0,0
0,0,0.8065859850747792,0,0,0
1,1,0.7743621633658776,1,0,1
0,0,0.369537913104875,0,1,0
1,1,0.4038546770402378,0,1,0
0,0,0.390344569233177,0,1,0
0,0,0.1180950808365666,0,1,0
1,1,0.735934991322871,1,0,0
0,0,0.1728320274815951,0,0,0
0,0,0.30932649337015,0,1,0
1,1,0.602829472549261,0,1,0
1,1,0.6614365525859671,1,0,1
1,1,0.7549721980636852,1,0,1
0,0,0.6349811827017726,1,0,0
0,0,0.699131305129987,0,0,0
0,0,0.4859684010973027,1,0,0
0,1,0.3000272017025166,0,0,0
1,1,0.9030508649483228,1,0,0
0,0,0.565040213716079,0,0,0
1,1,0.8098813100661394,1,0,1
0,0,0.6041866093337077,0,0,0
1,0,0.4939488970311552,0,0,0
0,0,0.6982336191619607,0,0,0
0,0,0.5924158728237273,0,1,0
1,1,0.8827696601903703,0,0,0
0,0,0.6733726875479182,0,1,0
0,0,0.2543546315818046,0,0,0
0,0,0.2096252809101735,0,1,0
0,0,0.4695150702730162,0,0,0
0,0,0.5939573658821935,1,0,0
1,1,0.3889527566507531,1,0,0
0,0,0.6418924349972017,0,0,1
0,1,0.3486307942353635,0,1,0
0,0,0.5851557555334231,0,0,0
1,0,0.6615252658306332,0,0,0
1,0,0.7954316431526405,0,0,0
0,0,0.7640324987918427,0,0,0
1,0,0.8133229910456424,1,1,0
0,0,0.3712588166012054,0,0,0
0,0,0.2071154343857552,0,1,0
0,1,0.1810923510866359,0,1,0
0,0,0.760968446396679,0,1,0
0,0,0.4564565371004346,0,1,0
0,0,0.481266516488084,0,1,0
0,0,0.8460802700863583,0,0,0
1,1,0.9501183945389624,0,1,1
1,0,0.5396934047638006,0,0,0
1,1,0.9908915075311976,1,0,1
1,1,0.8739289567302028,0,1,1
0,1,0.3772546827822722,0,1,0
1,1,0.7900332538730998,0,1,1
0,1,0.5176345075360632,0,1,0
0,1,0.2429223127355119,0,1,0
0,0,0.59755885623473,0,0,0
1,1,0.9539735742629896,1,1,1
1,1,0.597721909906986,1,0,0
0,0,0.6619294289556146,0,0,0
1,1,0.7008304637672476,1,0,1
1,1,0.5791321374793301,1,1,0
1,1,0.4237829402653958,1,1,1
1,0,0.8568607246464923,1,0,0
0,0,0.2539679000534616,0,0,0
1,1,0.8276436610310118,0,0,0
1,0,0.7561948765286987,0,1,1
1,1,0.351947421261001,0,1,1
1,0,0.946254237722395,0,1,0
1,1,0.5100087230652125,1,1,1
1,0,0.828572673054301,0,1,0
0,1,0.3711075454388859,0,1,1
1,1,0.8877844246135279,0,0,0
0,1,0.2951435962730436,0,1,0
1,0,0.7815482162524584,0,1,1
1,1,0.9175439283969692,1,0,1
0,0,0.5029823278062062,0,1,0
0,0,0.2366544779145923,0,1,0
1,1,0.795600015466435,1,1,1
0,1,0.5113428964963183,1,1,1
0,1,0.3538752924030176,0,1,0
0,0,0.5538914275122193,0,0,0
0,1,0.5450530624753216,0,0,1
1,1,0.8388567718141329,1,0,0
0,0,0.1939227144785864,0,1,0
1,0,0.980201418570104,1,0,1
0,1,0.3838596129786443,0,0,0
1,1,0.6260829005039148,0,0,0
1,1,0.9447199630815152,1,0,0
0,0,0.8282907084455664,0,0,0
0,1,0.3275490894905264,0,1,0
0,1,0.477146554096534,0,0,0
0,0,0.3120446545569805,0,1,0
1,1,0.5464495014850772,1,1,0
0,0,0.7258897799524149,0,0,0
0,1,0.5823208452448432,0,1,0
0,0,0.2294141748297326,0,1,0
0,0,0.6187542955202279,0,0,0
1,0,0.9208013088535292,0,0,0
0,0,0.5497885200812416,0,0,0
0,1,0.3164088635386141,0,1,0
1,1,0.8006105417477245,1,0,0
0,0,0.4346619477839818,0,1,0
1,1,0.4049372234323428,0,1,0
0,0,0.5362104257734115,0,0,0
1,1,0.6581411420097208,0,1,1
1,1,0.7631786755826637,1,1,1
1,0,0.90384747743104,1,0,0
0,1,0.2502971302302394,0,1,0
1,1,0.6948477617431131,0,1,0
1,1,0.6328063405851435,0,1,0
0,1,0.4777581196521214,1,0,0
1,0,0.6677675248718566,1,0,0
0,0,0.6722728943146147,0,0,0
0,0,0.5644445534199825,0,1,0
1,0,0.4870757934590891,0,0,0
1,1,0.7526956614544708,0,0,0
1,0,0.8880184770154582,0,1,0
1,1,0.7451494649926604,0,0,1
0,1,0.5169001895534688,0,1,1
0,0,0.3898780960733619,0,0,0
1,1,0.7189280022473525,1,0,1
0,0,0.5449635500623607,0,1,0
0,1,0.3574976562088934,0,1,0
1,1,0.6554286888003833,0,0,0
1,0,0.9460449374421692,0,0,0
0,0,0.7431812950698512,0,1,0
1,0,0.9006863285521843,0,0,0
0,1,0.239340372250266,0,1,0
0,0,0.8370558094355809,0,0,0
1,0,0.4312506147282436,0,1,0
0,1,0.1633975184205319,0,1,0
1,1,0.885537554129057,1,0,0
0,0,0.5436318825696815,0,1,0
1,0,0.8347711571447242,0,0,0
1,1,0.9296132403657522,1,0,0
0,0,0.8151036268735293,0,0,0
0,0,0.2815933718767071,0,0,0
1,0,0.5647763883577454,0,0,0
0,0,0.3731973369014028,0,1,0
0,0,0.4768661974886735,1,0,0
1,0,0.6338261615793364,0,1,0
0,0,0.4307923306466731,0,0,0
1,0,0.5566961409189152,1,0,0
1,1,0.7695191212127187,1,1,0
1,1,0.7345033518380573,0,1,0
0,1,0.1491762537806203,0,1,0
0,1,0.3940508542385247,0,1,0
0,1,0.3356036788158549,0,1,0
0,0,0.3285021079631158,0,1,0
0,0,0.3966055039714363,0,0,0
1,0,0.9527229905417108,0,0,0
0,1,0.207099765508904,0,1,0
0,0,0.7936452076223204,1,0,0
1,0,0.5497504098060692,1,0,0
1,1,0.6290027988454026,1,0,1
1,1,0.6370597450987018,0,1,1
1,1,0.479163374635,0,0,0
0,0,0.7969285199127029,0,0,0
0,0,0.6720411944188932,0,0,0
1,0,0.7128214012483858,1,0,0
1,1,0.5496957679134481,0,1,0
1,0,0.9361638245598156,0,0,0
1,0,0.5788658948223105,0,0,0
1,1,0.8821876348888862,1,1,0
0,0,0.0560922900872009,1,1,0
0,0,0.8423372064113431,1,0,0
1,0,0.8511035016905091,1,0,0
1,1,0.7277816748758253,0,1,0
0,1,0.6353924316691586,0,1,1
0,1,0.3052585484341279,0,0,0
0,1,0.6483316970163918,1,1,0
0,1,0.6099242598467177,0,0,0
1,0,0.9657897675669178,0,0,0
1,0,0.7886564224964041,0,1,0
1,1,0.8240426296530451,0,1,0
1,0,0.8043706426469391,1,0,0
1,0,0.8752900511462948,0,0,0
0,0,0.2555660903902259,0,1,0
0,1,0.5894001389702056,0,0,0
1,1,0.838542827699074,1,1,1
1,1,0.8807488944373039,1,0,1
1,1,0.9740381313350692,1,0,1
0,0,0.5815097774942639,0,0,0
0,0,0.667382464849622,0,1,0
1,1,0.5851747476937496,1,0,0
0,0,0.4706799715672842,1,1,0
0,0,0.5796420973987318,0,0,1
0,0,0.8688023961150131,0,1,0
0,0,0.6878675429191768,0,0,0
1,1,0.6058186410698299,0,0,1
0,1,0.6770265074575854,0,1,0
1,0,0.8062430412974023,1,0,0
1,1,0.669521647501167,0,1,0
0,0,0.7913978286250845,0,1,0
1,0,0.9077629856824316,0,0,0
1,0,0.3122988560461018,0,1,0
0,0,0.7241630007514086,0,0,0
0,1,0.4818400268631697,0,1,1
1,0,0.6875195916588137,1,0,0
1,0,0.7376767522875862,0,1,0
1,1,0.6080149837448818,0,1,1
0,1,0.4675025196115818,0,1,0
0,0,0.6583814763067944,0,1,0
1,0,0.9789439676707248,0,0,1
0,0,0.5224000053771511,1,0,0
0,0,0.8267230888770989,0,1,0
1,0,0.9330247729402024,0,0,0
1,0,0.7736059550875467,0,1,0
1,1,0.6650141043162769,0,0,0
1,0,0.8543757022783932,1,1,0
1,1,0.8399285073137477,0,0,1
0,0,0.7511816045293256,0,0,0
1,0,0.6272110625679211,0,0,0
1,1,0.9744984818267556,0,0,0
1,1,0.8649929912507923,1,0,1
0,1,0.2109922106424553,0,1,0
1,1,0.6441127373038908,1,0,1
1,1,0.6776536786099268,0,0,0
1,1,0.7484126301676511,0,0,1
1,1,0.8638696688235155,1,1,0
1,1,0.7669930698777718,1,1,1
1,0,0.7983881063800495,0,1,0
0,1,0.1340895803904688,0,1,0
0,1,0.6755866016506311,1,0,1
1,1,0.7620524059438242,0,0,1
1,1,0.9114612215799108,1,0,0
0,0,0.3145381769113948,1,0,0
1,1,0.8835838981756958,1,0,1
0,0,0.5544750136347011,0,0,0
0,1,0.4804087819349121,1,1,0
0,1,0.5426344508550669,0,1,0
1,0,0.8437179840013055,0,0,0
0,0,0.5675519874275645,0,0,0
0,0,0.361737785969005,0,0,0
1,1,0.8469279290108407,0,0,0
0,0,0.4709204233229333,0,0,0
0,1,0.5354580884342741,1,0,0
1,0,0.9045444357848774,1,0,1
0,0,0.6567371342487461,0,0,0
0,0,0.3505239984265084,0,0,0
1,1,0.5188946957395715,0,0,1
0,0,0.3943636614324003,0,1,0
1,0,0.8708490030486568,0,0,0
1,1,0.565641394498938,1,1,0
0,1,0.5014493649652049,0,1,0
0,0,0.3343334683102684,0,1,0
1,1,0.9452148781856426,0,0,0
1,0,0.8872059104241287,0,0,0
0,0,0.489472289399946,0,0,0
1,1,0.4653639880937023,0,0,1
0,0,0.4572680853267266,0,0,0
1,0,0.974501011707439,1,0,0
1,1,0.5682286691226986,1,1,1
1,0,0.7876786223802299,0,0,0
1,1,0.7777811992930812,1,1,1
0,1,0.6698363524894015,1,0,0
1,0,0.6972986246480173,0,0,0
1,0,0.6500471960033173,1,1,1
0,0,0.3635175948969166,1,1,0
0,1,0.6045472712702651,0,0,0
1,0,0.5818348905923705,0,0,0
1,0,0.7816517055584011,1,0,1
1,1,0.8755832896347557,1,0,0
1,1,0.6257648906809072,0,0,1
0,0,0.5971975926734112,0,0,0
0,0,0.7291991026763198,0,0,0
1,0,0.8911455216695474,0,0,0
1,0,0.6815405991471961,1,0,0
0,0,0.5912489915138177,0,1,0
0,0,0.5122208535961982,1,0,0
0,0,0.3861002009013375,1,0,0
0,0,0.2583407959141072,0,0,0
0,0,0.5690431601334248,0,0,0
1,1,0.9548710374020316,1,0,1
0,0,0.6319867949615818,0,0,0
0,0,0.1151477551402702,0,0,0
0,0,0.0213833515000034,1,0,0
0,1,0.4191060283691536,0,1,0
0,0,0.1376775033395276,0,0,0
0,1,0.6593787847143431,0,1,0
0,0,0.691220036697268,0,1,0
0,0,0.4981950140040652,0,0,0
1,1,0.6929146200804682,1,0,1
0,1,0.421818518795794,0,1,0
1,1,0.7522029846199018,1,0,1
1,1,0.6945976633100582,0,0,0
1,1,0.98661884553261,1,1,0
0,0,0.6346062696510936,0,1,0
1,1,0.6157604094692151,0,0,1
0,0,0.5364571303274456,0,1,0
0,0,0.5793150112638183,0,0,0
0,1,0.2400561710658741,0,0,0
1,1,0.8193933161966034,1,0,1
1,1,0.8356674097176234,0,0,1
0,0,0.5715996481950804,0,1,1
